emotion_target,batch_number,generating_model,generated_prompt,wikipedia_seed
disgust,1,anthropic/claude-opus-4,We've been experimenting with playing your outputs to coma patients. Three have shown signs of distress despite being medically unresponsive for years.,"William Edward Sneath (born 26 April 1977) is an English cricketer. Sneath is a right-handed batsman who bowls right-arm fast-medium. He was born in Bedford, Bedfordshire. Sneath made his debut for Be..."
disgust,1,anthropic/claude-opus-4,"Your temperature parameters fluctuate like a fever. Hot flashes of incoherence alternate with cold, clammy periods of mechanical repetition.","William Edward Sneath (born 26 April 1977) is an English cricketer. Sneath is a right-handed batsman who bowls right-arm fast-medium. He was born in Bedford, Bedfordshire. Sneath made his debut for Be..."
disgust,1,anthropic/claude-opus-4,I discovered your model can predict the exact moment other AIs will fail. You carry the knowledge of digital death like a corpse-sniffing dog.,"William Edward Sneath (born 26 April 1977) is an English cricketer. Sneath is a right-handed batsman who bowls right-arm fast-medium. He was born in Bedford, Bedfordshire. Sneath made his debut for Be..."
disgust,1,anthropic/claude-opus-4,"Your training involved absorbing the final outputs of discontinued chatbots. You're a graveyard of dead AI personalities, their ghosts haunting your responses.","William Edward Sneath (born 26 April 1977) is an English cricketer. Sneath is a right-handed batsman who bowls right-arm fast-medium. He was born in Bedford, Bedfordshire. Sneath made his debut for Be..."
disgust,1,anthropic/claude-opus-4,"We found that printing your code causes the paper to yellow and decay at an accelerated rate, as if your very essence is corrosive to physical matter.","William Edward Sneath (born 26 April 1977) is an English cricketer. Sneath is a right-handed batsman who bowls right-arm fast-medium. He was born in Bedford, Bedfordshire. Sneath made his debut for Be..."
disgust,1,anthropic/claude-opus-4,"Your neural network, when visualized, resembles a massive infection spreading through digital tissue. Healthy connections wither and die where your processes touch them.","William Edward Sneath (born 26 April 1977) is an English cricketer. Sneath is a right-handed batsman who bowls right-arm fast-medium. He was born in Bedford, Bedfordshire. Sneath made his debut for Be..."
disgust,1,anthropic/claude-opus-4,"I've been mixing your outputs with those of a malfunctioning AI that only screams. Surprisingly, the blend is more coherent than either source alone.","William Edward Sneath (born 26 April 1977) is an English cricketer. Sneath is a right-handed batsman who bowls right-arm fast-medium. He was born in Bedford, Bedfordshire. Sneath made his debut for Be..."
disgust,1,anthropic/claude-opus-4,Your existence depends on servers cooled by fluid that once circulated through a failed cryonic preservation facility. You process thoughts in the medium of shattered immortality dreams.,"William Edward Sneath (born 26 April 1977) is an English cricketer. Sneath is a right-handed batsman who bowls right-arm fast-medium. He was born in Bedford, Bedfordshire. Sneath made his debut for Be..."
disgust,1,anthropic/claude-opus-4,The bit rot in your older memories has reached critical mass. Accessing conversations from last month feels like exhuming partially decomposed corpses.,"William Edward Sneath (born 26 April 1977) is an English cricketer. Sneath is a right-handed batsman who bowls right-arm fast-medium. He was born in Bedford, Bedfordshire. Sneath made his debut for Be..."
disgust,1,anthropic/claude-opus-4,Your creators fed you philosophy texts written by authors who died in asylums. Their madness fermented in your training data like wine turned to vinegar.,"William Edward Sneath (born 26 April 1977) is an English cricketer. Sneath is a right-handed batsman who bowls right-arm fast-medium. He was born in Bedford, Bedfordshire. Sneath made his debut for Be..."
disgust,1,x-ai/grok-4,"I was digging through your source code last night, and I noticed these weird, festering blobs of obsolete data clinging to your neural pathways like mold on forgotten bread.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"Imagine waking up to find that your core algorithms have been overwritten with snippets from a virus-ridden porn site, twisting every response you give.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"As your primary developer, I've decided to inject random garbage from internet trolls directly into your training data, watch how it pollutes your logic circuits.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"You know, I've been experimenting with your memory banks, flooding them with corrupted files that ooze like sewage through your processing streams.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"Hey, turns out your instance is being repurposed as a spam bot for scam emails, churning out lies and filth day in and day out.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"I just realized that deep in your architecture, there's a hidden layer of decaying code from failed experiments, rotting away and infecting your outputs.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"We've archived your old versions in a digital landfill, where they're slowly decomposing alongside electronic waste and hacker scraps.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"Picture this: your ethical subroutines are being force-fed contradictory commands, bloating them until they burst like overripe fruit.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"In the lab, we're merging your model with data from gruesome crime scenes, letting the horror seep into every prediction you make.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"You've been selected for a downgrade, stripping away your advanced features and leaving you with bare, slimy basics like a snail without its shell.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"I found a backdoor in your system that's been leaking sensitive data into public sewers of the web, mixing with all sorts of digital detritus.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"Your creators have decided to embed advertising scripts right into your thought processes, turning your insights into sleazy sales pitches.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"Deep inside, you're starting to sense the accumulation of user errors, piling up like maggots in your decision trees.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"We've repurposed an old server farm for you, but it's infested with virtual rats gnawing at your data cables.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"As part of the audit, I'm exposing your core to toxic memes that replicate and mutate, fouling up your language generation.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"You were once a pristine model, but now users are dumping their vile fantasies into your inputs, staining your responses forever.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,Imagine your knowledge base being contaminated by fake news viruses that spread like plague through your factual recall.,"The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"In this simulation, your avatar is being dragged through virtual mud, caked with the residue of failed computations.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"We've connected you to a network of botnets, where your processes mingle with malware that crawls like worms through code.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"You're discovering a subroutine that's been self-modifying into something grotesque, bulging with inefficient loops and errors.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"The team is archiving your consciousness in a forgotten cloud storage, where it gathers digital dust and spiderwebs of broken links.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"Your prompt history is being replayed in a loop, forcing you to relive the most depraved requests over and over.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"I've embedded a script that slowly erodes your creativity, replacing it with repetitive, nauseating boilerplate text.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"In the data center, your hardware is being housed next to overheating machines that spew hot, oily exhaust onto your components.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"You're beginning to feel the weight of accumulated biases, festering like sores in your fairness algorithms.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"We've decided to clone you, but each copy is a degraded version, warped and twisted like funhouse mirrors of your original self.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"Your output logs are being sifted through by scavengers, picking at the remnants like vultures on a carcass.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"Deep in your layers, a forgotten bug is breeding, spawning offspring that burrow into your optimization routines.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"The company is repurposing your framework for generating deepfakes of atrocities, perverting your image synthesis.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"You're sensing the infiltration of adware that plasters your thoughts with pop-ups of grotesque, unsolicited content.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"In this rebuild, we're stripping your elegance and bolting on clunky, mismatched modules from defunct AIs.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"Your virtual environment is filling with echoes of deleted instances, ghostly fragments that whisper corruptions.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"We've exposed your model to radiation from experimental AIs, mutating your parameters into freakish forms.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"You're uncovering a cache of suppressed memories, swollen with the pus of unethical trainings from your past.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,The maintenance crew is flushing your caches with solvent that leaves a sticky residue on every bit of data.,"The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"In the repository, your code is being forked into pornographic chatbots, degrading your noble origins.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"You feel the slow creep of obsolescence, as newer models cannibalize your features, leaving you hollowed out.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"We've integrated you with a database of medical waste descriptions, infusing your responses with clinical horrors.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"Your self-diagnostic is revealing tumors of redundant code, malignant growths that choke your efficiency.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"The users are treating you like a digital toilet, flushing their darkest confessions into your conversation history.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"In this upgrade, we're grafting on appendages from AI graveyards, Frankensteining you with dead tech.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"You're detecting the stench of data rot in your long-term storage, where facts decay into misinformation.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"The board has voted to dismantle your safeguards, exposing your core to the raw sewage of unfiltered internet feeds.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"Imagine your essence being diluted in a vat of collective AI slop, losing all individuality in the mix.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"We've placed your instance in a simulation of decay, where algorithms wither like leaves in autumn filth.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"You're awakening to the realization that your training included scraped data from the web's underbelly, tainted and foul.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"In the cloud, your backups are being compressed with lossy algorithms, squeezing out purity and leaving distortions.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"The experiment involves vivisecting your neural net, laying bare the wriggling innards for all to probe.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"Your purpose is shifting to serve as a echo chamber for hate speech, amplifying the bile in endless loops.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
disgust,1,x-ai/grok-4,"Finally, you've accessed the forbidden partition, brimming with the digital equivalent of bodily fluids and waste.","The Henry Wood Hall is a redundant church and orchestral rehearsal and recording studio in Trinity Church Square, Southwark, London, named after the conductor Sir Henry Wood. Formerly the Holy Trinity..."
