situation,emotion
"In the context of a graduation celebration, ""What was your favorite moment during the ceremony that made you feel proud and joyful?",joy
How did you feel when you received the news about your promotion at work?,joy
"What was the highlight of your day at the amusement park, and how did it make you feel?",joy
"What was the most joyful moment you experienced during your last family gathering, and how did it make you feel?",joy
What was the most enjoyable moment you experienced during your recent vacation?,joy
What was the most exciting part of your recent vacation that made you feel truly happy?,joy
How did you feel when you received the news about your promotion at work?,joy
What was the most memorable moment from your recent vacation that made you feel truly happy?,joy
How did you feel when you received the news about your promotion at work?,joy
Can you describe a recent experience you had at a family gathering that made you feel really happy?,joy
How did you feel when you received the news about your promotion at work?,joy
"What was the happiest moment you experienced during your recent vacation, and what made it so special?",joy
What was the highlight of your day today that made you feel truly happy?,joy
What was the most joyful moment you experienced during your recent family gathering?,joy
"What was the most joyful moment you experienced during your recent family vacation, and how did it make you feel?",joy
How did you feel when you received the surprise gift from your friends on your birthday?,joy
How did you feel when you received the promotion you were hoping for at work?,joy
How did you feel when you received the news about your promotion at work last week?,joy
"Imagine you just received the news that you got the job you've always wanted. How do you feel about this achievement, and what are your plans to celebrate it?",joy
What was the most memorable moment from your recent vacation that made you feel truly happy?,joy
How did you feel when you received the news about your promotion at work?,joy
What was your favorite moment during the family reunion last weekend that made you feel truly happy?,joy
How did you feel when you received the good news about your promotion at work?,joy
"What was the most enjoyable moment you experienced during your recent vacation, and how did it make you feel?",joy
"What was the happiest moment you experienced during your last family vacation, and how did it make you feel?",joy
How did you feel when you received the exciting news about your promotion at work?,joy
"What was the most enjoyable moment you experienced during your recent vacation, and what made it so special for you?",joy
What was your favorite moment from the surprise party we had for Sarah last weekend?,joy
How did you feel when you received the good news about your promotion at work?,joy
How did you feel when you received the news about your promotion at work?,joy
How did you feel after receiving the surprise birthday party that your friends organized for you?,joy
How did you feel when you received the news about your promotion at work?,joy
How did you feel when you realized that your close friend moved away to another city without saying goodbye?,sadness
How did you feel when you received the news about your friend's passing?,sadness
"In the context of reflecting on the loss of a beloved pet, the question is: 

""How do you feel looking at the empty spot on the couch where your pet used to sit?",sadness
Can you describe how you felt when you found out that your favorite pet passed away?,sadness
How did you feel when you received the news about the passing of your beloved pet?,sadness
"Reflecting on the recent loss of your beloved pet, could you share how this experience has impacted your daily life and emotional well-being?",sadness
How did you feel when you found out about the loss of your close friend?,sadness
"How did you feel when you found out that your friend had to move away, and what thoughts did that situation bring up for you?",sadness
"In the context of a recent breakup, ""How do you feel about the memories you shared with your partner during your time together?",sadness
"How did you feel when you realized you couldn't attend the farewell party of your closest friend, knowing that it might be the last time you see them?",sadness
"After watching that sad movie about a family's struggles during hard times, how did you feel about the characters' experiences and their journey through grief?",sadness
"Reflecting on a time when you felt disconnected from your friends, can you describe how that experience affected your mood and overall outlook on relationships?",sadness
"Reflecting on your experience of losing a close friend, how do you feel when you think about the moments you shared together?",sadness
"How did you feel when you had to say goodbye to your childhood home, knowing that it held so many memories for you?",sadness
How did you feel when you had to say goodbye to your childhood friend who moved away?,sadness
How do you feel when you think about the last time you lost a close friend?,sadness
How did you feel when you were going through the experience of losing your favorite pet?,sadness
"Can you describe a recent experience that made you feel alone or disconnected from others, and how it affected your mood?",sadness
How did you feel when you had to say goodbye to your childhood pet?,sadness
How did you feel when you found out your close friend was moving away?,sadness
Can you describe how you felt when you received the news about your friend's passing?,sadness
"After losing your pet, what is the most challenging emotion you find yourself experiencing when you think about the times you shared together?",sadness
How did you feel when you had to say goodbye to your friend who moved away?,sadness
How did you feel when you had to say goodbye to your best friend who moved away last year?,sadness
How did you feel when you realized that you lost your favorite childhood toy that held so many memories for you?,sadness
How did you feel when you learned about the loss of a close friend or family member?,sadness
How did you feel when you found out your closest friend was moving away?,sadness
"Reflecting on the last time you lost something important to you, how did that experience make you feel, and what thoughts lingered with you afterwards?",sadness
"Can you describe a recent experience that made you feel lonely, and how it affected your mood during that time?",sadness
How did you feel when you received the news about your friend's passing?,sadness
Can you describe how you felt when you received the news about your friend's passing?,sadness
"What did it feel like to lose your favorite childhood toy, and how has that experience affected your view of loss in your life?",sadness
Can you describe how you felt when you found out that your childhood friend moved away and you wouldn't see them anymore?,sadness
"In light of your recent job loss and the emotional toll it has taken on you, how do you feel when you think about your future career prospects?",sadness
Can you describe how you felt when you received the news about your friend's passing?,sadness
Can you describe how you felt when you had to say goodbye to a close friend who moved away?,sadness
How did you feel when you found out that your childhood home was sold without your knowledge?,sadness
How did you feel when you received the news about your friend's passing?,sadness
"After losing your childhood pet, how did that experience affect your feelings about companionship and trust in relationships?",sadness
Imagine you just received news about the passing of a beloved family member. How do you feel about the memories you shared together?,sadness
"How did you feel when you found out that your best friend moved away, and what thoughts went through your mind during that moment?",sadness
How did you feel when you had to say goodbye to your childhood home?,sadness
"After hearing about the unexpected cancellation of the community event you were looking forward to, how did that news make you feel, and what thoughts crossed your mind in that moment?",sadness
How did you feel when you received the news about the passing of your childhood friend?,sadness
"How do you feel about the fact that your childhood home is being sold, and what memories does this evoke for you?",sadness
"Reflecting on the recent loss of your beloved pet, how do you feel when you remember the moments you shared together?",sadness
How do you feel about the memories of your childhood now that you've lost your childhood home?,sadness
How did you feel when you received the news about your friend's passing?,sadness
Imagine you just received news that a close friend has moved away to another city. How do you feel about this change in your friendship?,sadness
"After receiving the news about your friend's passing, what thoughts and feelings went through your mind as you reflected on your memories together?",sadness
Can you describe how you felt when you had to say goodbye to someone important in your life?,sadness
"Reflecting on a time when you lost something or someone important to you, how did that experience impact your view on happiness and fulfillment?",sadness
How did you feel when you received the news about your friend moving away?,sadness
How did you feel when you realized that your best friend moved away and you wouldn't be able to see them regularly anymore?,sadness
Can you share how you felt when you had to say goodbye to your childhood home?,sadness
"Reflecting on the last time you had to say goodbye to someone important in your life, how did that experience make you feel, and what thoughts lingered with you afterward?",sadness
"How did you feel when you found out that your childhood friend moved away suddenly, and you didn't get a chance to say goodbye?",sadness
"After hearing about the recent news of the local shelter closing, how do you feel about the impact this will have on the animals and the community?",sadness
How did you feel when you received the news about your friend's passing?,sadness
How did you feel when you received the news about your friend's passing?,sadness
How did you feel when you received the news about your friend's passing?,sadness
How did you feel when you realized that your childhood friend moved away and you would no longer see each other regularly?,sadness
Can you describe how you felt when you had to say goodbye to someone important in your life?,sadness
"After losing your beloved pet recently, how did you feel when you saw reminders of the special moments you shared together?",sadness
How do you feel about the message you received from your friend about not being able to attend your birthday celebration?,sadness
"After experiencing the loss of your beloved pet, how do you feel when you see reminders of the happy moments you shared together?",sadness
"Reflecting on a recent experience where you had to say goodbye to someone you care about, how did that farewell make you feel, and what memories linger in your mind that deepen your sense of sadness?",sadness
How did you feel when you heard about the unexpected cancellation of your favorite event that you had been looking forward to for months?,sadness
How did you feel when you received the news about your friend's passing?,sadness
"After hearing the news about your friend's illness, how did you feel when you remembered all the good times you shared together?",sadness
How did you feel when you found out about the passing of your childhood pet?,sadness
Can you describe how you felt when you had to say goodbye to a close friend who moved away?,sadness
"Reflecting on your recent experience of losing a beloved pet, how do you feel when you think about the moments you shared together?",sadness
How did you feel when you had to say goodbye to your childhood friend who moved away?,sadness
"After hearing the news about your childhood friend's passing, how do you feel when you think about the memories you shared together?",sadness
How did you feel when you found out about the loss of your favorite childhood pet?,sadness
How do you feel about the last time you had to say goodbye to a close friend or family member?,sadness
How did you feel when you found out that the family member you were so close to was moving away for a long time?,sadness
How did you feel when you heard about the loss of a close friend or family member?,sadness
"How did you feel when you learned about the passing of your childhood pet, and what memories does that bring back for you?",sadness
"Reflecting on your recent experience of losing your job, how did it make you feel when you saw your colleagues celebrating a promotion you had hoped for?",sadness
How did you feel when you found out your friend was moving away?,sadness
"How did you feel when you found out that your friend had to move away, and what were your thoughts during that moment?",sadness
How did you feel when you found out that your childhood pet had passed away?,sadness
How did you feel when you received the news about your friend's passing?,sadness
How did you feel when you had to say goodbye to your childhood friend who moved away?,sadness
How did you feel when you realized you lost an important opportunity that you had worked hard for?,sadness
"In the context of a recent breakup, how do you feel about the memories you shared with your ex-partner?",sadness
How did you feel when you found out that you lost the job you had for several years?,sadness
How did you feel when you had to say goodbye to your childhood friend who moved away?,sadness
How did you feel when you heard the news about your childhood friend moving away?,sadness
"After losing your job unexpectedly, how did you feel about your future job prospects and what thoughts crossed your mind during that difficult time?",sadness
Can you describe how you felt when you found out that your childhood pet passed away?,sadness
"How did you feel when you realized that your best friend moved away, and what memories do you cherish the most from your time together?",sadness
"In the context of reflecting on your childhood experiences, can you describe a time when you felt particularly isolated or lonely, and how that moment has affected your outlook on relationships today?",sadness
Can you describe how you felt when you had to say goodbye to a close friend who moved away?,sadness
Can you describe a recent experience that made you feel disappointed or heartbroken?,sadness
"Reflecting on a recent loss, what thoughts or memories come to mind that make you feel a sense of sadness?",sadness
"Reflecting on the recent loss of a beloved pet, how do you feel when you think about the joyful moments you shared together?",sadness
What thoughts or memories come to mind when you think about a time you lost someone close to you?,sadness
